https://en.wikipedia.org/wiki/California_State_Polytechnic_University,_Pomona number of outlinks: 1586
https://en.wikipedia.org/wiki/Wikipedia:Good_articles number of outlinks: 274
https://en.wikipedia.org/wiki/Wikipedia:Protection_policy#semi number of outlinks: 768
